"","id","timestamp","site","year","elevation","Jdate","geometry","dist_to_next"
"286",233813,2022-08-26,"Beluga",2022,"25",238,c(-145.486481, 60.4006004),34276.8373458074
"287",233813,2022-08-28,"Beluga",2022,"1236",240,c(-119.194511, 43.2516975),2592810.20358232
"288",233813,2022-09-07,"Beluga",2022,"1230",250,c(-118.811378, 43.2952461),31394.1482577769
"289",233813,2022-09-09,"Beluga",2022,"1235",252,c(-118.792923, 43.2988014),1544.97508736921
"290",233813,2022-09-11,"Beluga",2022,"1240",254,c(-119.237389, 43.2450676),36477.5255064105
"291",233813,2022-09-13,"Beluga",2022,"1241",256,c(-119.261963, 43.2606087),2635.74542312833
"292",233813,2022-09-15,"Beluga",2022,"1237",258,c(-119.085175, 43.2470131),14396.9802455175
"293",233813,2022-09-17,"Beluga",2022,"299",260,c(-114.389465, 36.1287041),887287.242406882
"294",233813,2022-09-19,"Beluga",2022,"300",262,c(-114.474022, 36.1036148),8091.56503873014
"295",233813,2022-09-21,"Beluga",2022,"301",264,c(-114.473869, 36.1038971),34.2680029408529
"296",233813,2022-09-23,"Beluga",2022,"301",266,c(-114.473846, 36.1039238),3.61719566571002
"297",233813,2022-09-25,"Beluga",2022,"-18",268,c(-112.313766, 29.3374329),778995.289039279
"298",233813,2022-09-27,"Beluga",2022,"-22",270,c(-112.300606, 29.3343353),1321.35619991939
"299",233813,2022-09-29,"Beluga",2022,"-20",272,c(-112.30806, 29.3296509),890.757920045009
"300",233815,2022-06-05,"King_Salmon",2022,"21",156,c(-156.678772, 58.682663),NA
"301",233815,2022-06-10,"King_Salmon",2022,"42",161,c(-156.7088013, 58.7091331),3416.61905040454
"302",233815,2022-06-15,"King_Salmon",2022,"43",166,c(-156.719574, 58.7166061),1038.0215074723
"303",233815,2022-06-20,"King_Salmon",2022,"43",171,c(-156.7463531, 58.7210884),1624.48558596321
"304",233815,2022-06-25,"King_Salmon",2022,"38",176,c(-156.7435455, 58.7207794),165.693533408195
"305",233815,2022-06-30,"King_Salmon",2022,"38",181,c(-156.7436371, 58.7190666),190.528380506834
"306",233815,2022-07-01,"King_Salmon",2022,"37",182,c(-156.7348938, 58.7228546),657.432167780922
"307",233815,2022-07-03,"King_Salmon",2022,"51",184,c(-156.849823, 58.7716217),8565.34225079219
"308",233815,2022-07-05,"King_Salmon",2022,"50",186,c(-156.849823, 58.7721863),62.7807541246893
"309",233815,2022-07-07,"King_Salmon",2022,"58",188,c(-156.848938, 58.7674751),526.34117455469
"310",233815,2022-07-09,"King_Salmon",2022,"52",190,c(-156.840973, 58.7657585),497.330099575987
"311",233815,2022-07-11,"King_Salmon",2022,"51",192,c(-156.848526, 58.7665291),443.842595022029
"312",233815,2022-07-13,"King_Salmon",2022,"542",194,c(-122.860916, 38.0376701),3342603.69414775
"313",233815,2022-07-15,"King_Salmon",2022,"-22",196,c(-117.104988, 32.6097031),797742.898407331
"314",233815,2022-07-17,"King_Salmon",2022,"-23",198,c(-117.109879, 32.6364784),3012.31185908128
"315",233815,2022-07-19,"King_Salmon",2022,"-26",200,c(-117.111488, 32.6374016),182.31178181095
"316",233815,2022-07-21,"King_Salmon",2022,"-22",202,c(-117.111206, 32.6483841),1221.48561346307
"317",233815,2022-07-23,"King_Salmon",2022,"-32",204,c(-117.10936, 32.6488686),181.035003314771
"318",233815,2022-07-25,"King_Salmon",2022,"-27",206,c(-117.129486, 32.6076279),4957.97083782888
"319",233815,2022-07-27,"King_Salmon",2022,"-25",208,c(-117.097893, 32.6180725),3178.85094082326
"320",233815,2022-07-29,"King_Salmon",2022,"-31",210,c(-114.065269, 27.6838779),621240.405734893
"321",233815,2022-08-02,"King_Salmon",2022,"-36",214,c(-114.073257, 27.6776314),1049.3483519296
"322",233815,2022-08-04,"King_Salmon",2022,"-25",216,c(-114.059433, 27.6816521),1432.78549129244
"323",233815,2022-08-06,"King_Salmon",2022,"-3",218,c(-114.057487, 27.679142),338.55785075444
"324",233815,2022-08-08,"King_Salmon",2022,"-18",220,c(-114.059151, 27.679987),188.882344860866
"325",233815,2022-08-10,"King_Salmon",2022,"-27",222,c(-114.063889, 27.68713),921.147449342262
"326",233815,2022-08-12,"King_Salmon",2022,"-18",224,c(-114.040077, 27.6846714),2360.51287170285
"327",233815,2022-08-14,"King_Salmon",2022,"-31",226,c(-114.06015, 27.6923256),2151.89189535691
"328",233815,2022-08-16,"King_Salmon",2022,"-22",228,c(-114.079529, 27.680397),2323.85393918549
"329",233815,2022-08-18,"King_Salmon",2022,"-11",230,c(-114.07914, 27.6803207),39.2328432888688
"330",233815,2022-08-20,"King_Salmon",2022,"-29",232,c(-114.070389, 27.6844921),978.596920575326
"331",233815,2022-08-22,"King_Salmon",2022,"-31",234,c(-114.064011, 27.6872311),697.960313708147
"332",233815,2022-08-24,"King_Salmon",2022,"-34",236,c(-114.065834, 27.6834431),457.860249650231
"333",233815,2022-08-26,"King_Salmon",2022,"-33",238,c(-114.065704, 27.6832638),23.692858315551
"334",233815,2022-08-28,"King_Salmon",2022,"-19",240,c(-114.081367, 27.6775551),1667.84312334319
"335",233815,2022-08-30,"King_Salmon",2022,"-13",242,c(-114.064011, 27.6837769),1843.74691805501
"336",233815,2022-09-01,"King_Salmon",2022,"-13",244,c(-114.078705, 27.6796799),1516.91269237395
"337",233815,2022-09-03,"King_Salmon",2022,"-25",246,c(-114.065346, 27.6851845),1450.85793487331
"338",233815,2022-09-05,"King_Salmon",2022,"-33",248,c(-114.060402, 27.671257),1623.38911251513
"339",233815,2022-09-07,"King_Salmon",2022,"-17",250,c(-114.065315, 27.685236),1627.94318385551
"340",233815,2022-09-09,"King_Salmon",2022,"-34",252,c(-114.064781, 27.6834431),206.179064208083
"341",233815,2022-09-11,"King_Salmon",2022,"-16",254,c(-114.065117, 27.6825218),107.654025706666
"342",233815,2022-09-13,"King_Salmon",2022,"-26",256,c(-114.065521, 27.682394),42.2428062845972
"343",233815,2022-09-15,"King_Salmon",2022,"-21",258,c(-114.054108, 27.6880264),1286.51614619706
"344",233815,2022-09-17,"King_Salmon",2022,"-20",260,c(-114.065292, 27.6854649),1137.45305122879
"345",233815,2022-09-19,"King_Salmon",2022,"-28",262,c(-114.064629, 27.6843128),143.782514122097
"346",233815,2022-09-21,"King_Salmon",2022,"-20",264,c(-114.064911, 27.6847744),58.3570725068958
"347",233815,2022-09-23,"King_Salmon",2022,"-22",266,c(-114.067825, 27.6817017),446.169851388189
"348",233815,2022-09-25,"King_Salmon",2022,"-28",268,c(-114.080215, 27.6758919),1380.53103914964
"349",233815,2022-09-27,"King_Salmon",2022,"-27",270,c(-114.074379, 27.6787319),655.732623617765
"350",233816,2022-06-05,"King_Salmon",2022,"40",156,c(-156.7175598, 58.7134094),NA
"351",233816,2022-06-10,"King_Salmon",2022,"42",161,c(-156.7113342, 58.7135353),359.773718749078
"352",233816,2022-06-15,"King_Salmon",2022,"45",166,c(-156.713562, 58.7142525),151.358008768685
"353",233816,2022-06-20,"King_Salmon",2022,"42",171,c(-156.7127991, 58.7142029),44.3970939780635
"354",233816,2022-06-25,"King_Salmon",2022,"42",176,c(-156.7107239, 58.7146378),129.220407729205
"355",233816,2022-06-30,"King_Salmon",2022,"27",181,c(-156.9972076, 58.8073845),19475.2790813629
"356",233816,2022-07-01,"King_Salmon",2022,"24",182,c(-156.9969025, 58.8074112),17.8197061576808
"357",233816,2022-07-03,"King_Salmon",2022,"24",184,c(-157.0128021, 58.8027267),1053.50168225163
"358",233816,2022-07-05,"King_Salmon",2022,"18",186,c(-157.0827942, 58.7448196),7598.65923505318
"359",233816,2022-07-07,"King_Salmon",2022,"32",188,c(-157.0820007, 58.7463036),171.245949511938
"360",233816,2022-07-09,"King_Salmon",2022,"16",190,c(-157.081924, 58.7421074),466.617867177397
"361",233816,2022-07-11,"King_Salmon",2022,"23",192,c(-157.082352, 58.7428474),85.9100616869955
"362",233816,2022-07-15,"King_Salmon",2022,"-27",196,c(-120.84433, 35.3407097),3702104.37729861
"363",233816,2022-07-17,"King_Salmon",2022,"-24",198,c(-120.843124, 35.3417091),155.934428246077
"364",233816,2022-07-19,"King_Salmon",2022,"-21",200,c(-120.842583, 35.3436546),221.825550449066
"365",233816,2022-07-21,"King_Salmon",2022,"-30",202,c(-120.842766, 35.3437576),20.1662885276076
"366",233816,2022-07-23,"King_Salmon",2022,"-27",204,c(-120.843658, 35.3442955),100.613804508042
"367",233816,2022-07-25,"King_Salmon",2022,"-19",206,c(-110.341133, 27.1929989),1346708.94067011
"368",233816,2022-07-27,"King_Salmon",2022,"-25",208,c(-109.776245, 26.7705212),73076.1664204915
"369",233816,2022-07-29,"King_Salmon",2022,"-20",210,c(-109.773811, 26.7693958),272.121807506105
"370",233816,2022-07-31,"King_Salmon",2022,"-20",212,c(-109.822655, 26.787878),5266.28981877511
"371",233816,2022-08-02,"King_Salmon",2022,"-24",214,c(-109.776344, 26.7682953),5086.91984735155
"372",233816,2022-08-04,"King_Salmon",2022,"-21",216,c(-109.822403, 26.7825031),4837.63736341114
"373",233816,2022-08-06,"King_Salmon",2022,"-28",218,c(-109.780952, 26.7666302),4477.52884408466
"374",233816,2022-08-08,"King_Salmon",2022,"-16",220,c(-109.823273, 26.7876472),4807.49974200806
"375",233816,2022-08-10,"King_Salmon",2022,"-22",222,c(-109.811264, 26.7901573),1224.26460750848
"376",233816,2022-08-12,"King_Salmon",2022,"-24",224,c(-109.821556, 26.7870083),1079.93770977786
"377",233816,2022-08-14,"King_Salmon",2022,"-14",226,c(-109.823502, 26.7883129),241.570154109201
"378",233816,2022-08-16,"King_Salmon",2022,"-21",228,c(-109.821091, 26.7867775),293.977622614925
"379",233816,2022-08-18,"King_Salmon",2022,"-14",230,c(-109.824547, 26.7869816),343.801596032839
"380",233816,2022-08-20,"King_Salmon",2022,"-18",232,c(-109.823753, 26.787878),127.070197612523
"381",233816,2022-08-22,"King_Salmon",2022,"-19",234,c(-109.823318, 26.7869568),111.161750242888
"382",233816,2022-08-24,"King_Salmon",2022,"-21",236,c(-109.824371, 26.7873669),114.037640414467
"383",233816,2022-08-26,"King_Salmon",2022,"-26",238,c(-109.82296, 26.7874947),140.777999454801
"384",233816,2022-08-28,"King_Salmon",2022,"-20",240,c(-109.82235, 26.7876472),62.8795067215511
"385",233816,2022-08-30,"King_Salmon",2022,"-26",242,c(-109.824806, 26.7863426),283.684470770126
"386",233816,2022-09-01,"King_Salmon",2022,"-21",244,c(-109.821732, 26.7871876),319.272647968482
"387",233816,2022-09-03,"King_Salmon",2022,"0",246,c(-109.819305, 26.7868538),243.752673214785
"388",233816,2022-09-05,"King_Salmon",2022,"-19",248,c(-109.823166, 26.7872124),385.321309134441
"389",233816,2022-09-07,"King_Salmon",2022,"-28",250,c(-109.804787, 26.8004475),2343.85913925533
"390",233816,2022-09-09,"King_Salmon",2022,"-19",252,c(-109.814156, 26.7872391),1738.35719424957
"391",233816,2022-09-11,"King_Salmon",2022,"-24",254,c(-109.821915, 26.7870331),770.517705355146
"392",233816,2022-09-13,"King_Salmon",2022,"-17",256,c(-109.811928, 26.7866745),992.137909714734
"393",233816,2022-09-15,"King_Salmon",2022,"-15",258,c(-109.811958, 26.786726),6.45454435059013
"394",233816,2022-09-17,"King_Salmon",2022,"-10",260,c(-109.811699, 26.7958908),1019.4050756741
"395",233816,2022-09-19,"King_Salmon",2022,"-22",262,c(-109.803223, 26.7963257),842.670520270916
"396",233817,2022-06-05,"King_Salmon",2022,"40",156,c(-156.7088013, 58.7091064),NA
"397",233817,2022-06-10,"King_Salmon",2022,"42",161,c(-156.7088013, 58.709671),62.7807541232121
"398",233817,2022-06-15,"King_Salmon",2022,"42",166,c(-156.7087708, 58.7091331),59.8377764588801
"399",233817,2022-06-20,"King_Salmon",2022,"42",171,c(-156.7304535, 58.7205238),1780.96486102812
"400",233817,2022-06-25,"King_Salmon",2022,"40",176,c(-156.7137451, 58.7236481),1025.25207099713
"401",233817,2022-06-30,"King_Salmon",2022,"39",181,c(-156.7302551, 58.7204208),1018.46345072474
"402",233817,2022-07-01,"King_Salmon",2022,"37",182,c(-156.7291565, 58.7199097),85.1637264154875
"403",233817,2022-07-03,"King_Salmon",2022,"37",184,c(-156.7302246, 58.7204475),85.9002408366929
"404",233817,2022-07-05,"King_Salmon",2022,"1297",186,c(-142.8343201, 49.2754555),1383042.84736309
"405",233817,2022-07-07,"King_Salmon",2022,"1363",188,c(-123.8762589, 40.7041168),1761914.92407505
"406",233817,2022-07-09,"King_Salmon",2022,"-29",190,c(-122.216232, 37.7471619),358526.627632001
"407",233817,2022-07-11,"King_Salmon",2022,"-21",192,c(-122.216919, 37.7470856),60.9968658833886
"408",233817,2022-07-13,"King_Salmon",2022,"-20",194,c(-122.215332, 37.746521),153.009201048998
"409",233817,2022-07-15,"King_Salmon",2022,"-21",196,c(-122.215408, 37.7442436),253.323875827263
"410",233817,2022-07-17,"King_Salmon",2022,"-22",198,c(-122.216331, 37.7468796),304.137961331628
"411",233817,2022-07-19,"King_Salmon",2022,"-22",200,c(-117.097847, 32.6181488),735672.097829605
"412",233817,2022-07-21,"King_Salmon",2022,"-27",202,c(-112.195824, 28.9739132),619070.454935056
"413",233817,2022-07-23,"King_Salmon",2022,"-27",204,c(-112.198128, 28.9735031),228.720813060766
"414",233817,2022-07-25,"King_Salmon",2022,"-32",206,c(-112.195442, 28.9736328),261.687188063034
"415",233817,2022-07-27,"King_Salmon",2022,"-26",208,c(-111.907646, 28.8271751),32405.443114721
"416",233817,2022-07-29,"King_Salmon",2022,"-24",210,c(-111.906677, 28.8270473),95.4594450272286
"417",233817,2022-07-31,"King_Salmon",2022,"-28",212,c(-111.907188, 28.8273544),60.3661424457047
"418",233817,2022-08-02,"King_Salmon",2022,"-30",214,c(-111.908211, 28.8269176),110.862088225565
"419",233817,2022-08-04,"King_Salmon",2022,"-18",216,c(-107.944176, 24.7619705),599153.684821257
"420",233817,2022-08-06,"King_Salmon",2022,"-19",218,c(-107.652412, 24.5047932),41078.5939186534
"421",233817,2022-08-08,"King_Salmon",2022,"-11",220,c(-107.670647, 24.528244),3194.22335869062
"422",233817,2022-08-10,"King_Salmon",2022,"-24",222,c(-107.659813, 24.5505409),2710.70128523432
"423",233817,2022-08-12,"King_Salmon",2022,"-17",224,c(-107.662857, 24.5321865),2064.01416710594
"424",233817,2022-08-14,"King_Salmon",2022,"-18",226,c(-107.656746, 24.534029),651.234234707539
"425",233817,2022-08-16,"King_Salmon",2022,"-18",228,c(-107.656975, 24.5400696),672.08443534252
"426",233817,2022-08-18,"King_Salmon",2022,"-7",230,c(-107.666496, 24.5419388),985.224550507679
"427",233817,2022-08-20,"King_Salmon",2022,"-20",232,c(-107.911255, 24.7649403),35024.3265404609
"428",233817,2022-08-22,"King_Salmon",2022,"-1",234,c(-107.968086, 24.7571068),5804.07951115079
"429",233817,2022-08-24,"King_Salmon",2022,"-17",236,c(-107.967888, 24.7569542),26.22309200254
"430",233817,2022-08-26,"King_Salmon",2022,"-6",238,c(-107.914505, 24.7670135),5504.98755278643
"431",233817,2022-08-28,"King_Salmon",2022,"-15",240,c(-107.967812, 24.7572346),5491.20906493905
"432",233817,2022-09-03,"King_Salmon",2022,"-27",246,c(-107.967934, 24.7571068),18.8069727674435
"433",233817,2022-09-05,"King_Salmon",2022,"-21",248,c(-107.966476, 24.7604351),398.297407418623
"434",233818,2022-06-05,"King_Salmon",2022,"38",156,c(-156.7175293, 58.7133827),NA
"435",233818,2022-06-10,"King_Salmon",2022,"43",161,c(-156.7113342, 58.7135353),358.142335062639
"436",233818,2022-06-15,"King_Salmon",2022,"36",166,c(-156.7233124, 58.6617966),5794.58253957865
"437",233818,2022-06-20,"King_Salmon",2022,"25",171,c(-157.6691132, 57.5168915),138912.798866621
"438",233818,2022-06-25,"King_Salmon",2022,"26",176,c(-157.6623993, 57.5095406),910.439174869755
"439",233818,2022-06-30,"King_Salmon",2022,"39",181,c(-156.7095947, 58.7403374),147848.827164851
"440",233818,2022-07-01,"King_Salmon",2022,"42",182,c(-156.6776886, 58.7373428),1870.96543330762
"441",233818,2022-07-03,"King_Salmon",2022,"28",184,c(-157.0317383, 58.9485435),31087.0006540529
"442",233818,2022-07-05,"King_Salmon",2022,"25",186,c(-157.0393677, 58.9240723),2756.06255136853
"443",233818,2022-07-07,"King_Salmon",2022,"4",188,c(-157.0307465, 58.9217682),557.230724811843
"444",233818,2022-07-09,"King_Salmon",2022,"22",190,c(-157.035049, 58.9256592),498.175133882919
"445",233818,2022-07-11,"King_Salmon",2022,"23",192,c(-156.989532, 58.8614006),7608.65708867516
