,Long,Lat,Jdate,mean(tw),mean(ws),max(ws)
442,-150.48,61.26,220,3.5879936,9.100172855,10.38556831
443,-150.48,61.26,221,-0.644871303,5.491537473,9.049837088
444,-150.48,61.26,222,-0.64209529,3.67863444,5.184609802
445,-150.48,61.26,223,-0.119251983,3.560463471,5.980920047
446,-150.48,61.26,224,-0.067593369,4.762983255,5.597211698
447,-150.48,61.26,225,-0.414612424,2.310088946,3.931049076
448,-150.48,61.26,226,0.281283343,1.359206059,2.285405498
449,-150.48,61.26,227,-0.453505152,1.411931955,2.992796869
450,-150.48,61.26,228,0.514683075,3.889652676,6.621244378
451,-150.48,61.26,229,-0.170040779,3.810563611,6.918643028
452,-150.48,61.26,230,0.187417474,4.411032194,7.429076423
453,-150.48,61.26,231,-0.085842353,3.633809726,5.054026228
454,-150.48,61.26,232,0.119602365,4.20704763,5.368028617
455,-150.48,61.26,233,-0.097677415,3.839038007,4.699119054
456,-150.48,61.26,234,0.238132221,4.688438062,6.23716302
457,-150.48,61.26,235,-0.515329938,2.368259152,3.710633802
458,-150.48,61.26,236,-0.500840997,3.246133778,4.707274137
459,-150.48,61.26,237,0.667974717,4.789952317,6.174590659
460,-150.48,61.26,238,0.037077488,2.940497042,4.21768128
461,-150.48,61.26,239,0.175279628,1.156519408,2.974805524
462,-150.48,61.26,240,0.094573399,1.072278021,1.569298145
463,-150.48,61.26,241,-0.024683181,1.106646688,1.826583918
464,-150.48,61.26,242,0.232922309,3.388206415,5.888799607
465,-150.48,61.26,243,-0.82250624,4.450261033,6.198738517
