"","Long","Lat","Jdate","mean(ws)","mean(tw)","max(ws)"
"35",-150.98,61.26,185,1.79633888135039,-0.0153047852448693,2.7442078012676
"36",-150.98,61.26,186,2.39006070402651,-0.0624426188982635,3.08949908539798
"37",-150.98,61.26,187,4.22769531339533,1.09611775034852,5.07145163395248
"38",-150.98,61.26,188,3.25016739075019,0.804645384833248,3.54912420878459
"39",-150.98,61.26,189,2.77191633590946,-0.577077455399281,4.08633304744486
"40",-150.98,61.26,190,2.34317080823096,-0.455829358956831,3.55607454024742
"41",-150.98,61.26,191,1.75439054528171,0.3838553794611,3.6010630499188
"42",-150.98,61.26,192,1.23352239857122,-0.00775378456451761,1.98349188027277
"43",-150.98,61.26,193,1.89395387476568,0.273216402871267,3.78975190966367
"44",-150.98,61.26,194,1.39821729521913,-0.161096679824207,2.02698194023053
"45",-150.98,61.26,195,2.55608825462198,-0.0808411361534924,3.16440213112248
"46",-150.98,61.26,196,1.51230405242797,0.365799630055814,2.46810705523447
"47",-150.98,61.26,197,1.79003962322851,0.137195510922251,2.66538162986731
"48",-150.98,61.26,198,1.67973755185756,-0.0432285903850762,2.52356374680275
"49",-150.98,61.26,199,1.70533712982113,-0.386640230088815,2.88240955510829
"50",-150.98,61.26,200,2.92743416463287,0.579554659861685,3.70143127110043
"51",-150.98,61.26,201,2.32465487169101,-0.211747747291092,3.48923901368574
"52",-150.98,61.26,202,0.996880957076683,0.201023838147322,2.08035181006291
"53",-150.98,61.26,203,1.00094291581119,-0.0165584486188802,1.47903555583546
"54",-150.98,61.26,204,1.88806519547106,0.954548201710637,3.48478319559419
"55",-150.98,61.26,205,2.68903478204914,-0.409263231354958,3.9210597788173
"56",-150.98,61.26,206,2.8656581827256,0.457711562782085,3.32542687178059
"57",-150.98,61.26,207,2.34122274938673,0.0721050042426564,2.82494575584909
"58",-150.98,61.26,208,3.00930435890528,-0.68179954211873,4.35380210295689
"59",-150.98,61.26,209,4.00995282863202,-0.109429340722488,4.55599621012475
"60",-150.98,61.26,210,3.26470826695919,-0.661087439677064,4.06088455617268
"61",-150.98,61.26,211,2.23486073021114,-0.484261519068577,3.2491639038964
"62",-150.98,61.26,212,2.12282002102839,-0.198853539869909,2.84990824796307
"63",-150.98,61.26,213,1.19298553206743,0.441157059930317,2.60715104082373
"64",-150.98,61.26,214,1.69014826738412,0.492575718774848,3.53806753233968
"65",-150.98,61.26,215,2.89634341027582,0.524814414245343,3.58293395923696
"66",-150.98,61.26,216,1.53094077958803,-0.117091938233267,2.58442546004947
"67",-150.98,61.26,217,1.41668688338786,0.142368229845533,1.93650153603269
"68",-150.98,61.26,218,2.5154091461632,0.263013453151546,3.46070072612064
"69",-150.98,61.26,219,2.39796335620446,-0.27779218360219,3.60204935493365
"70",-150.98,61.26,220,2.00952202242701,0.0912214088232595,3.81072210588511
"71",-150.98,61.26,221,2.59659673985729,-0.212612713093758,3.75151102483976
"72",-150.98,61.26,222,2.80613489197765,0.431906217296621,3.69961821014767
"73",-150.98,61.26,223,1.91121694832335,0.190246734663095,3.18030244128487
"74",-150.98,61.26,224,2.26530169236183,-0.652034857600173,3.79613507923673
"75",-150.98,61.26,225,1.05872929077561,-0.229330045523689,2.31966320317015
"76",-150.98,61.26,226,1.6284765427559,-0.04541026437939,2.65115156099576
"77",-150.98,61.26,227,2.37393778223012,0.165899153182171,3.04757049949921
"78",-150.98,61.26,228,4.00106383332681,0.231142517829307,5.88248767237105
"79",-150.98,61.26,229,1.00977285358727,0.137235249654515,1.45682898650833
"80",-150.98,61.26,230,1.07884020528656,-0.102088434906044,2.20990186838565
"81",-150.98,61.26,231,3.90628101867821,0.149829649295623,6.17833212939586
"82",-150.98,61.26,232,3.09222041080614,0.237070501870928,6.68015595923612
"83",-150.98,61.26,233,0.917389042275746,0.0162769756996654,1.92191508270256
"84",-150.98,61.26,234,1.12998241261786,0.00708635294817232,2.11325633793427
"85",-150.98,61.26,235,1.46791346661368,0.439935642200899,1.8513595564803
"86",-150.98,61.26,236,1.21541801081078,-0.0124066741516792,1.71802357039759
"87",-150.98,61.26,237,2.85891336583848,0.16955546287986,4.72718818342156
"88",-150.98,61.26,238,3.24881957581585,0.329913829107114,4.16277162829906
"89",-150.98,61.26,239,3.88726216974107,0.762243384126675,6.09246448260112
"90",-150.98,61.26,240,3.10114289863354,-0.56561077658769,5.79804881371739
"91",-150.98,61.26,241,1.27695953142911,0.162033790414524,2.22859081640456
"92",-150.98,61.26,242,1.16480963110312,-0.136397800852664,2.12141538506044
"93",-150.98,61.26,243,0.802751789729144,0.0821857629051472,1.4088532651617
