id,date,lon,lat,gps:fix-type-raw,height-above-ellipsoid,lc,lotek:crc-status-text,sensor-type
233815,2022-07-25,-117.129486,32.6076279,3D,-27,G,OK,gps
233815,2022-07-27,-117.097893,32.6180725,3D,-25,G,OK,gps
233815,2022-07-29,-114.065269,27.6838779,3D,-31,G,OK,gps
233815,2022-08-02,-114.073257,27.6776314,3D,-36,G,OK,gps
233815,2022-08-04,-114.059433,27.6816521,3D,-25,G,OK,gps
233815,2022-08-06,-114.057487,27.679142,3D,-3,G,OK,gps
233815,2022-08-08,-114.059151,27.679987,3D,-18,G,OK,gps
233815,2022-08-10,-114.063889,27.68713,3D,-27,G,OK,gps
233815,2022-08-12,-114.040077,27.6846714,3D,-18,G,OK,gps
233815,2022-08-14,-114.06015,27.6923256,3D,-31,G,OK,gps
233815,2022-08-16,-114.079529,27.680397,3D,-22,G,OK,gps
233815,2022-08-18,-114.07914,27.6803207,3D,-11,G,OK,gps
233815,2022-08-20,-114.070389,27.6844921,3D,-29,G,OK,gps
233815,2022-08-22,-114.064011,27.6872311,3D,-31,G,OK,gps
233815,2022-08-24,-114.065834,27.6834431,3D,-34,G,OK,gps
233815,2022-08-26,-114.065704,27.6832638,3D,-33,G,OK,gps
233815,2022-08-28,-114.081367,27.6775551,3D,-19,G,OK(corrected),gps
233815,2022-08-30,-114.064011,27.6837769,3D,-13,G,OK,gps
233815,2022-09-01,-114.078705,27.6796799,3D,-13,G,OK,gps
233815,2022-09-03,-114.065346,27.6851845,3D,-25,G,OK,gps
233815,2022-09-05,-114.060402,27.671257,3D,-33,G,OK,gps
233815,2022-09-07,-114.065315,27.685236,3D,-17,G,OK,gps
233815,2022-09-09,-114.064781,27.6834431,3D,-34,G,OK,gps
233815,2022-09-11,-114.065117,27.6825218,3D,-16,G,OK,gps
233815,2022-09-13,-114.065521,27.682394,3D,-26,G,OK,gps
233815,2022-09-15,-114.054108,27.6880264,3D,-21,G,OK,gps
233815,2022-09-17,-114.065292,27.6854649,3D,-20,G,OK,gps
233815,2022-09-19,-114.064629,27.6843128,3D,-28,G,OK,gps
233815,2022-09-21,-114.064911,27.6847744,3D,-20,G,OK,gps
233815,2022-09-23,-114.067825,27.6817017,3D,-22,G,OK,gps
233815,2022-09-25,-114.080215,27.6758919,3D,-28,G,OK,gps
233815,2022-09-27,-114.074379,27.6787319,3D,-27,G,OK,gps
233815,2022-09-29,-114.06514,27.6802692,3D,-25,G,OK,gps
233815,2022-10-01,-114.062042,27.6857986,3D,-22,G,OK,gps
233815,2022-10-03,-114.039024,27.6621189,3D,-19,G,OK,gps
233815,2022-10-05,-114.064957,27.6844921,3D,-12,G,OK,gps
233815,2022-10-07,-114.03936,27.6897926,3D,-13,G,OK,gps
233815,2022-10-09,-114.091148,27.6785278,3D,4,G,OK,gps
233815,2022-10-11,-114.085648,27.6824951,3D,-3,G,OK,gps
233815,2022-10-13,-113.996864,27.6618366,3D,-21,G,OK,gps
233815,2022-10-15,-114.074051,27.6770172,3D,-27,G,OK,gps
233815,2022-10-17,-114.051414,27.6797047,3D,-23,G,OK,gps
233815,2022-10-21,-114.069748,27.6612225,3D,-25,G,OK,gps
233815,2022-10-23,-114.079193,27.6542587,3D,-28,G,OK,gps
233815,2022-10-25,-114.065956,27.6939907,3D,-27,G,OK,gps
233815,2022-10-27,-114.049828,27.6519032,3D,-25,G,OK(corrected),gps
233815,2022-10-29,-113.995789,27.6619911,3D,-23,G,OK,gps
233815,2022-10-31,-114.008362,27.6627064,3D,-21,G,OK,gps
233815,2022-11-02,-114.051186,27.6805,3D,-26,G,OK,gps
233815,2022-11-07,-114.086128,27.6730232,3D,-14,G,OK,gps
233815,2022-11-12,-114.048241,27.6535416,3D,-27,G,OK,gps
233815,2022-11-17,-114.047501,27.6525955,3D,-30,G,OK,gps
233815,2022-11-22,-114.086235,27.6723843,3D,-26,G,OK,gps
233815,2022-11-27,-114.049858,27.6817017,3D,-25,G,OK,gps
233815,2022-12-02,-114.064423,27.6828041,3D,-29,G,OK,gps
233815,2022-12-07,-114.087746,27.6789112,3D,-34,G,OK,gps
233815,2022-12-12,-114.049881,27.6907387,3D,-28,G,OK,gps
233815,2022-12-17,-114.075996,27.6838779,3D,-25,G,OK,gps
233815,2022-12-22,-114.085289,27.6776066,3D,-30,G,OK(corrected),gps
233815,2022-12-27,-114.082314,27.6814213,3D,-30,G,OK,gps
233815,2023-01-11,-114.075172,27.6595592,3D,-31,G,OK,gps
